"return","iso","arrival","departure","count"
"20200429","ph","20200428","20200428","12"
"20200429","ph","20200428","20200429","22"
"20200429","ph","20200429","20200429","3"
"20200429","pk","20200329","20200428","3"
"20200429","qa","20200329","20200429","3"
"20200429","qa","20200429","20200429","8"
"20200429","ru","20200427","20200427","3"
"20200429","ru","20200429","20200429","7"
"20200429","sa","20200329","20200428","3"
"20200429","se","20200420","20200420","3"
"20200429","se","20200429","20200429","3"
"20200429","sg","20200329","20200429","3"
"20200429","sg","20200331","20200429","3"
"20200429","sg","20200417","20200417","3"
"20200429","sg","20200422","20200422","3"
"20200429","sg","20200428","20200428","3"
"20200429","sg","20200428","20200429","3"
"20200429","sg","20200429","20200429","5"
"20200429","th","20200329","20200429","3"
"20200429","th","20200417","20200417","3"
"20200429","th","20200419","20200421","3"
"20200429","th","20200427","20200427","3"
"20200429","th","20200427","20200428","3"
"20200429","th","20200427","20200429","3"
"20200429","th","20200428","20200429","3"
"20200429","th","20200429","20200429","16"
"20200429","tt","20200423","20200423","3"
"20200429","tw","20200411","20200411","3"
"20200429","tw","20200412","20200412","3"
"20200429","tw","20200424","20200426","3"
"20200429","tw","20200426","20200427","3"
"20200429","tw","20200426","20200428","3"
"20200429","tw","20200428","20200428","3"
"20200429","tw","20200429","20200429","12"
"20200429","us","20200329","20200330","3"
"20200429","us","20200329","20200428","3"
"20200429","us","20200329","20200429","3"
"20200429","us","20200407","20200408","3"
"20200429","us","20200414","20200414","3"
"20200429","us","20200415","20200415","3"
"20200429","us","20200421","20200421","3"
"20200429","us","20200423","20200428","3"
"20200429","us","20200425","20200425","3"
"20200429","us","20200425","20200428","3"
"20200429","us","20200426","20200426","3"
"20200429","us","20200426","20200428","4"
"20200429","us","20200427","20200427","7"
"20200429","us","20200427","20200428","18"
"20200429","us","20200427","20200429","6"
"20200429","us","20200428","20200428","9"
"20200429","us","20200428","20200429","11"
"20200429","us","20200429","20200429","5"
"20200429","uy","20200428","20200429","3"
"20200429","uy","20200429","20200429","5"
"20200429","vn","20200329","20200428","3"
"20200429","vn","20200331","20200331","3"
"20200429","vn","20200402","20200402","3"
"20200429","vn","20200404","20200404","3"
"20200429","vn","20200406","20200406","3"
"20200429","vn","20200410","20200410","3"
"20200429","vn","20200413","20200414","3"
"20200429","vn","20200415","20200418","3"
"20200429","vn","20200416","20200416","3"
"20200429","vn","20200417","20200429","3"
"20200429","vn","20200422","20200425","3"
"20200429","vn","20200424","20200428","3"
"20200429","vn","20200427","20200427","3"
"20200429","vn","20200427","20200429","3"
"20200429","vn","20200428","20200428","12"
"20200429","vn","20200428","20200429","3"
"20200429","vn","20200429","20200429","34"
"20200505","ae","20200503","20200503","3"
"20200505","at","20200505","20200505","3"
"20200505","au","20200502","20200504","3"
"20200505","au","20200502","20200505","3"
"20200505","be","20200505","20200505","3"
"20200505","ca","20200504","20200504","3"
"20200505","ca","20200505","20200505","3"
"20200505","cn","20200425","20200425","3"
"20200505","cn","20200427","20200427","3"
"20200505","cn","20200427","20200428","3"
"20200505","cn","20200427","20200501","3"
"20200505","cn","20200427","20200504","3"
"20200505","cn","20200428","20200428","3"
"20200505","cn","20200428","20200501","3"
"20200505","cn","20200428","20200505","3"
"20200505","cn","20200429","20200429","3"
"20200505","cn","20200430","20200501","3"
"20200505","cn","20200430","20200504","3"
"20200505","cn","20200430","20200505","3"
"20200505","cn","20200501","20200501","3"
"20200505","cn","20200501","20200502","3"
"20200505","cn","20200501","20200504","3"
"20200505","cn","20200501","20200505","3"
"20200505","cn","20200502","20200502","3"
"20200505","cn","20200502","20200503","3"
"20200505","cn","20200502","20200504","3"
"20200505","cn","20200503","20200503","4"
"20200505","cn","20200504","20200504","5"
"20200505","cn","20200505","20200505","28"
"20200505","de","20200427","20200430","3"
"20200505","de","20200430","20200430","3"
"20200505","de","20200502","20200504","3"
"20200505","de","20200503","20200504","3"
"20200505","de","20200503","20200505","3"
"20200505","de","20200505","20200505","3"
"20200505","hk","20200427","20200428","3"
"20200505","hk","20200428","20200428","3"
"20200505","hk","20200428","20200501","3"
"20200505","hk","20200429","20200429","3"
"20200505","hk","20200501","20200501","3"
"20200505","hk","20200501","20200502","3"
"20200505","hk","20200502","20200502","3"
"20200505","hk","20200503","20200503","3"
"20200505","hk","20200503","20200505","3"
"20200505","hk","20200504","20200505","3"
"20200505","hk","20200505","20200505","12"
"20200505","hu","20200503","20200503","3"
"20200505","id","20200430","20200430","3"
"20200505","id","20200503","20200503","3"
"20200505","jp","20200405","20200505","3"
"20200505","jp","20200424","20200424","3"
"20200505","jp","20200427","20200428","3"
"20200505","jp","20200429","20200429","3"
"20200505","jp","20200429","20200505","3"
"20200505","jp","20200430","20200502","3"
"20200505","jp","20200430","20200504","3"
"20200505","jp","20200430","20200505","3"
"20200505","jp","20200501","20200501","9"
"20200505","jp","20200501","20200505","3"
"20200505","jp","20200502","20200503","3"
"20200505","jp","20200502","20200505","3"
"20200505","jp","20200503","20200503","6"
"20200505","jp","20200503","20200505","7"
"20200505","jp","20200504","20200504","3"
"20200505","jp","20200504","20200505","15"
"20200505","jp","20200505","20200505","88"
"20200505","mo","20200427","20200427","3"
"20200505","mo","20200429","20200429","3"
"20200505","mx","20200504","20200504","3"
"20200505","my","20200503","20200503","3"
"20200505","n/a","20200430","20200430","3"
"20200505","n/a","20200501","20200501","3"
"20200505","n/a","20200502","20200502","8"
"20200505","n/a","20200503","20200503","3"
"20200505","n/a","20200504","20200504","5"
"20200505","n/a","20200505","20200505","22"
"20200505","ph","20200422","20200429","3"
"20200505","ph","20200429","20200501","3"
"20200505","ph","20200429","20200505","3"
"20200505","ph","20200504","20200504","3"
"20200505","pk","20200405","20200505","3"
"20200505","pk","20200411","20200411","3"
"20200505","pk","20200417","20200417","3"
"20200505","pk","20200505","20200505","3"
"20200505","qa","20200410","20200410","3"
"20200505","ru","20200501","20200503","6"
"20200505","ru","20200503","20200503","3"
"20200505","ru","20200503","20200504","3"
"20200505","ru","20200505","20200505","4"
"20200505","sa","20200505","20200505","3"
"20200505","sg","20200503","20200503","3"
"20200505","sg","20200505","20200505","3"
"20200505","th","20200405","20200505","3"
"20200505","th","20200427","20200427","3"
"20200505","th","20200429","20200429","3"
"20200505","th","20200430","20200430","3"
"20200505","th","20200505","20200505","14"
"20200505","tr","20200501","20200501","3"
"20200505","tw","20200426","20200427","3"
"20200505","tw","20200427","20200427","3"
"20200505","tw","20200429","20200429","3"
"20200505","tw","20200430","20200430","3"
"20200505","tw","20200502","20200502","3"
"20200505","tw","20200502","20200503","3"
"20200505","tw","20200505","20200505","3"
"20200505","us","20200405","20200430","3"
"20200505","us","20200405","20200503","3"
"20200505","us","20200405","20200504","4"
"20200505","us","20200405","20200505","4"
"20200505","us","20200408","20200408","3"
"20200505","us","20200412","20200413","3"
"20200505","us","20200413","20200413","3"
"20200505","us","20200416","20200416","3"
"20200505","us","20200423","20200423","3"
"20200505","us","20200425","20200425","3"
"20200505","us","20200430","20200430","3"
"20200505","us","20200430","20200501","3"
"20200505","us","20200501","20200501","3"
"20200505","us","20200501","20200504","3"
"20200505","us","20200502","20200502","3"
"20200505","us","20200502","20200503","3"
"20200505","us","20200502","20200504","4"
"20200505","us","20200503","20200503","4"
"20200505","us","20200503","20200504","16"
"20200505","us","20200503","20200505","16"
"20200505","us","20200504","20200504","15"
"20200505","us","20200504","20200505","7"
"20200505","us","20200505","20200505","11"
"20200505","uy","20200504","20200504","3"
"20200505","uy","20200505","20200505","3"
"20200505","vn","20200405","20200505","3"
"20200505","vn","20200406","20200406","3"
"20200505","vn","20200410","20200411","3"
"20200505","vn","20200411","20200411","3"
"20200505","vn","20200429","20200430","3"
"20200505","vn","20200430","20200501","3"
"20200505","vn","20200502","20200502","3"
"20200505","vn","20200503","20200504","3"
"20200505","vn","20200504","20200504","3"
"20200505","vn","20200504","20200505","12"
"20200505","vn","20200505","20200505","10"
"20200505","za","20200502","20200505","3"
"20200505","za","20200503","20200505","3"
"20200504","at","20200501","20200501","3"
"20200504","at","20200502","20200502","3"
"20200504","at","20200502","20200503","3"
"20200504","at","20200504","20200504","3"
"20200504","au","20200408","20200408","3"
"20200504","au","20200410","20200411","3"
"20200504","au","20200417","20200418","3"
"20200504","au","20200430","20200430","3"
"20200504","au","20200502","20200502","3"
"20200504","au","20200502","20200503","3"
"20200504","au","20200504","20200504","3"
"20200504","br","20200405","20200405","3"
"20200504","ca","20200404","20200504","3"
"20200504","ca","20200417","20200417","3"
"20200504","ca","20200428","20200428","3"
"20200504","ca","20200501","20200501","3"
"20200504","ca","20200502","20200502","3"
"20200504","ca","20200502","20200503","4"
"20200504","ca","20200503","20200503","3"
"20200504","ca","20200503","20200504","3"
"20200504","ca","20200504","20200504","4"
"20200504","ch","20200504","20200504","3"
"20200504","cl","20200427","20200501","3"
"20200504","cn","20200404","20200503","3"
"20200504","cn","20200404","20200504","3"
"20200504","cn","20200405","20200503","3"
"20200504","cn","20200405","20200504","3"
"20200504","cn","20200406","20200406","3"
"20200504","cn","20200428","20200428","3"
"20200504","cn","20200429","20200429","3"
"20200504","cn","20200429","20200503","3"
"20200504","cn","20200429","20200504","3"
"20200504","cn","20200430","20200430","3"
"20200504","cn","20200430","20200502","3"
"20200504","cn","20200501","20200501","3"
"20200504","cn","20200501","20200502","3"
"20200504","cn","20200501","20200503","6"
"20200504","cn","20200501","20200504","3"
"20200504","cn","20200502","20200502","3"
"20200504","cn","20200502","20200503","3"
"20200504","cn","20200503","20200503","5"
"20200504","cn","20200503","20200504","6"
"20200504","cn","20200504","20200504","23"
"20200504","de","20200501","20200501","3"
"20200504","de","20200501","20200503","3"
"20200504","de","20200501","20200504","6"
"20200504","de","20200502","20200502","3"
"20200504","de","20200502","20200503","5"
"20200504","de","20200502","20200504","3"
"20200504","de","20200503","20200503","3"
"20200504","de","20200504","20200504","4"
"20200504","ee","20200430","20200430","3"
"20200504","fr","20200427","20200427","3"
"20200504","fr","20200501","20200504","3"
"20200504","fr","20200502","20200503","3"
"20200504","gb","20200420","20200427","3"
"20200504","gb","20200430","20200501","3"
"20200504","gb","20200503","20200503","3"
"20200504","hk","20200428","20200430","3"
"20200504","hk","20200501","20200501","3"
"20200504","hu","20200501","20200501","3"
"20200504","id","20200414","20200414","3"
"20200504","id","20200501","20200501","3"
"20200504","id","20200503","20200503","16"
"20200504","id","20200503","20200504","3"
"20200504","ie","20200404","20200503","3"
"20200504","it","20200504","20200504","3"
"20200504","jp","20200404","20200502","3"
"20200504","jp","20200417","20200418","3"
"20200504","jp","20200421","20200503","3"
"20200504","jp","20200422","20200504","3"
"20200504","jp","20200426","20200504","3"
"20200504","jp","20200428","20200503","3"
"20200504","jp","20200429","20200504","3"
"20200504","jp","20200501","20200501","4"
"20200504","jp","20200501","20200504","4"
"20200504","jp","20200502","20200504","3"
"20200504","jp","20200503","20200504","10"
"20200504","jp","20200504","20200504","80"
"20200504","kh","20200404","20200404","3"
"20200504","kh","20200404","20200504","3"
"20200504","kh","20200427","20200427","3"
"20200504","kh","20200502","20200502","3"
"20200504","kh","20200503","20200503","3"
"20200504","kh","20200504","20200504","21"
"20200504","kw","20200404","20200503","3"
"20200504","kw","20200503","20200503","3"
"20200504","lu","20200504","20200504","3"
"20200504","n/a","20200427","20200427","3"
"20200504","n/a","20200501","20200501","14"
"20200504","n/a","20200503","20200503","14"
"20200504","n/a","20200504","20200504","61"
"20200504","nl","20200502","20200503","3"
"20200504","nl","20200503","20200504","3"
"20200504","pe","20200501","20200501","3"
"20200504","ph","20200404","20200503","3"
"20200504","ph","20200404","20200504","3"
"20200504","ph","20200427","20200427","3"
"20200504","ph","20200430","20200430","3"
"20200504","ph","20200503","20200503","3"
"20200504","ph","20200503","20200504","3"
"20200504","pk","20200504","20200504","3"
"20200504","qa","20200503","20200504","3"
"20200504","ru","20200430","20200430","3"
"20200504","ru","20200502","20200502","3"
"20200504","ru","20200503","20200503","3"
"20200504","ru","20200504","20200504","3"
"20200504","sa","20200504","20200504","3"
"20200504","se","20200430","20200430","3"
"20200504","sk","20200501","20200501","3"
"20200504","th","20200502","20200504","3"
"20200504","th","20200503","20200503","3"
"20200504","tw","20200429","20200430","3"
"20200504","tw","20200429","20200502","4"
"20200504","tw","20200501","20200503","3"
"20200504","tw","20200503","20200504","3"
"20200504","tw","20200504","20200504","3"
"20200504","us","20200414","20200503","3"
"20200504","us","20200423","20200426","3"
"20200504","us","20200426","20200503","3"
"20200504","us","20200428","20200428","3"
"20200504","us","20200429","20200430","3"
"20200504","us","20200429","20200501","3"
"20200504","us","20200430","20200502","3"
"20200504","us","20200501","20200501","3"
"20200504","us","20200501","20200503","5"
"20200504","us","20200501","20200504","4"
"20200504","us","20200502","20200502","3"
"20200504","us","20200502","20200503","9"
"20200504","us","20200502","20200504","9"
"20200504","us","20200503","20200503","4"
"20200504","us","20200503","20200504","3"
"20200504","us","20200504","20200504","5"
"20200504","uy","20200504","20200504","5"
"20200504","vn","20200404","20200404","3"
"20200504","vn","20200404","20200504","4"
"20200504","vn","20200406","20200406","3"
"20200504","vn","20200415","20200415","3"
"20200504","vn","20200420","20200420","3"
"20200504","vn","20200421","20200504","3"
"20200504","vn","20200429","20200501","3"
"20200504","vn","20200430","20200501","3"
"20200504","vn","20200430","20200504","3"
"20200504","vn","20200502","20200503","3"
"20200504","vn","20200503","20200503","8"
"20200504","vn","20200503","20200504","15"
"20200504","vn","20200504","20200504","37"
"20200504","za","20200502","20200504","3"
"20200503","ae","20200403","20200503","3"
"20200503","ae","20200501","20200503","3"
"20200503","at","20200429","20200501","3"
"20200503","at","20200430","20200430","3"
"20200503","at","20200430","20200502","3"
"20200503","at","20200501","20200502","3"
"20200503","at","20200502","20200502","4"
"20200503","au","20200418","20200423","3"
"20200503","au","20200420","20200421","3"
"20200503","au","20200501","20200502","3"
"20200503","be","20200502","20200502","3"
"20200503","ca","20200501","20200501","4"
"20200503","ca","20200502","20200502","3"
"20200503","ca","20200503","20200503","5"
"20200503","cl","20200503","20200503","3"
"20200503","cn","20200403","20200503","13"
"20200503","cn","20200415","20200415","3"
"20200503","cn","20200420","20200421","3"
"20200503","cn","20200424","20200424","3"
"20200503","cn","20200424","20200503","3"
"20200503","cn","20200425","20200502","3"
"20200503","cn","20200425","20200503","3"
"20200503","cn","20200427","20200430","3"
"20200503","cn","20200427","20200502","3"
"20200503","cn","20200427","20200503","6"
"20200503","cn","20200429","20200429","3"
"20200503","cn","20200429","20200430","3"
"20200503","cn","20200429","20200503","3"
"20200503","cn","20200430","20200430","3"
"20200503","cn","20200430","20200501","3"
"20200503","cn","20200430","20200502","3"
"20200503","cn","20200430","20200503","3"
"20200503","cn","20200501","20200501","4"
"20200503","cn","20200501","20200502","4"
"20200503","cn","20200501","20200503","3"
"20200503","cn","20200502","20200502","3"
"20200503","cn","20200502","20200503","7"
"20200503","cn","20200503","20200503","36"
"20200503","de","20200421","20200423","3"
"20200503","de","20200429","20200502","3"
"20200503","de","20200430","20200502","3"
"20200503","de","20200501","20200502","3"
"20200503","de","20200502","20200502","3"
"20200503","de","20200503","20200503","3"
"20200503","es","20200503","20200503","3"
"20200503","et","20200503","20200503","3"
"20200503","fr","20200503","20200503","3"
"20200503","gb","20200430","20200502","3"
"20200503","gb","20200430","20200503","3"
"20200503","gb","20200501","20200503","3"
"20200503","gb","20200502","20200502","3"
"20200503","gb","20200502","20200503","3"
"20200503","gb","20200503","20200503","3"
"20200503","hk","20200501","20200501","3"
"20200503","hk","20200502","20200503","3"
"20200503","hk","20200503","20200503","3"
"20200503","hu","20200424","20200502","3"
"20200503","hu","20200501","20200501","3"
"20200503","id","20200426","20200426","3"
"20200503","id","20200426","20200427","3"
"20200503","id","20200501","20200501","3"
"20200503","id","20200502","20200503","3"
"20200503","ir","20200503","20200503","3"
"20200503","it","20200502","20200503","3"
"20200503","it","20200503","20200503","3"
"20200503","jp","20200405","20200502","3"
"20200503","jp","20200418","20200503","3"
"20200503","jp","20200421","20200422","3"
"20200503","jp","20200421","20200503","3"
"20200503","jp","20200425","20200503","3"
"20200503","jp","20200426","20200503","6"
"20200503","jp","20200427","20200427","3"
"20200503","jp","20200427","20200503","3"
"20200503","jp","20200428","20200501","3"
"20200503","jp","20200428","20200502","5"
"20200503","jp","20200428","20200503","4"
"20200503","jp","20200429","20200503","3"
"20200503","jp","20200430","20200430","3"
"20200503","jp","20200430","20200503","3"
"20200503","jp","20200501","20200501","3"
"20200503","jp","20200501","20200502","3"
